chunk_id,source_article,subject,subject_type,predicate,object,object_type,evidence_span
32,Chronic myeloid leukemia,interferon alfa-2b,drug,treats,CML,disease,interferon alfa-2b treatment
32,Chronic myeloid leukemia,interferon-alpha,drug,treats,CML,disease,chronic myelogenous leukemia can be treated with relative safety at any time during pregnancy with the cytokine interferon-alpha
32,Chronic myeloid leukemia,cytarabine,drug,treats,CML,disease,"antimetabolites (e.g., cytarabine, hydroxyurea)"
32,Chronic myeloid leukemia,hydroxyurea,drug,treats,CML,disease,"antimetabolites (e.g., cytarabine, hydroxyurea)"
32,Chronic myeloid leukemia,alkylating agents,drug,treats,CML,disease,alkylating agents
32,Chronic myeloid leukemia,steroids,drug,treats,CML,disease,steroids
32,Chronic myeloid leukemia,Bcr-Abl tyrosine-kinase inhibitors,drug,treats,CML,disease,Bcr-Abl tyrosine-kinase inhibitors drugs that specifically target BCR-ABL
32,Chronic myeloid leukemia,imatinib,drug,treats,CML,disease,tyrosine kinase inhibitors like imatinib
32,Chronic myeloid leukemia,hydroxyurea,drug,counteracts,leukocyte counts,other,hydroxyurea is still used to counteract the high leukocyte counts
32,Chronic myeloid leukemia,imatinib,drug,part_of,tyrosine kinase inhibitors,drug,tyrosine kinase inhibitors like imatinib
32,Chronic myeloid leukemia,BCR-ABL,protein,caused_by,Philadelphia chromosome translocation,other,the constitutively activated tyrosine kinase fusion protein caused by the Philadelphia chromosome translocation
32,Chronic myeloid leukemia,tyrosine kinase inhibitors,drug,replaces,cytotoxic antineoplastics,drug,have been replaced by Bcr-Abl tyrosine-kinase inhibitors drugs
32,Chronic myeloid leukemia,IRIS,organisation,compared,interferon/cytarabine combination,treatment,"IRIS, an international study that compared interferon/cytarabine combination and the first of these new drugs imatinib"
32,Chronic myeloid leukemia,IRIS,organisation,compared,imatinib,drug,"IRIS, an international study that compared interferon/cytarabine combination and the first of these new drugs imatinib"
33,Chronic myeloid leukemia,Imatinib,drug,inhibits,CML,disease,inhibit the progression of CML
33,Chronic myeloid leukemia,Imatinib,drug,treats,CML,disease,treat CML in people
33,Chronic myeloid leukemia,US Food and Drug Administration,organisation,approved,Imatinib,drug,approved by the US Food and Drug Administration
33,Chronic myeloid leukemia,Dasatinib,drug,treats,CML,disease,treat CML in people
33,Chronic myeloid leukemia,US Food and Drug Administration,organisation,approved,Dasatinib,drug,approved by the U.S. Food and Drug Administration
33,Chronic myeloid leukemia,Nilotinib,drug,treats,CML,disease,treat CML in people
33,Chronic myeloid leukemia,US Food and Drug Administration,organisation,approved,Nilotinib,drug,approved by the FDA
33,Chronic myeloid leukemia,Radotinib,drug,inhibits,BCR-ABL protein,protein,inhibition of the BCR-ABL protein
33,Chronic myeloid leukemia,Bosutinib,drug,treats,CML,disease,treatment of adults with Philadelphia chromosome-positive (Ph+) chronic myelogenous leukemia (CML)
33,Chronic myeloid leukemia,US FDA,organisation,approved,Bosutinib,drug,received US FDA approval
33,Chronic myeloid leukemia,EU European Medicines Agency,organisation,approved,Bosutinib,drug,received EU European Medicines Agency approval
33,Chronic myeloid leukemia,Asciminib,drug,approved_for,United States,organisation,approved for medical use in the United States
34,Chronic myeloid leukemia,dasatinib,drug,fails_to_overcome,T315I mutation,mutation,neither dasatinib nor nilotinib could overcome
34,Chronic myeloid leukemia,nilotinib,drug,fails_to_overcome,T315I mutation,mutation,neither dasatinib nor nilotinib could overcome
34,Chronic myeloid leukemia,omacetaxine,drug,treats,CML,disease,investigated the use of omacetaxine for CML
34,Chronic myeloid leukemia,omacetaxine,drug,developed_by,Chemgenex,organisation,Chemgenex released results
34,Chronic myeloid leukemia,ponatinib,drug,inhibits,T315I mutation,mutation,showed efficacy against T315I
34,Chronic myeloid leukemia,ponatinib,drug,developed_by,ARIAD pharmaceuticals,organisation,ARIAD pharmaceuticals arrived at ponatinib
34,Chronic myeloid leukemia,asciminib,drug,treats,CML,disease,approved asciminib for CML
34,Chronic myeloid leukemia,BCR/ABL1 p210 fusion protein,protein,used_in,vaccination,treatment,reported with the BCR/ABL1 p210 fusion protein
34,Chronic myeloid leukemia,tyrosine kinase inhibitors,drug,improves,CML prognosis,prognosis,Before the advent of tyrosine kinase inhibitors
35,Chronic myeloid leukemia,Chronic Myeloid Leukemia,disease,accounts_for,leukaemias,disease,CML accounts for 8% of all leukaemias
35,Chronic myeloid leukemia,Chronic Myeloid Leukemia,disease,diagnosed_in,United Kingdom,organisation,680 people were diagnosed with the disease in 2011
35,Chronic myeloid leukemia,American Cancer Society,organisation,estimates,Chronic Myeloid Leukemia,disease,The American Cancer Society estimates
35,Chronic myeloid leukemia,Chronic Myeloid Leukemia,disease,affects,men,other,more common in men than women
35,Chronic myeloid leukemia,Chronic Myeloid Leukemia,disease,affects,whites,other,more common in whites than African-Americans
35,Chronic myeloid leukemia,Chronic Myeloid Leukemia,disease,diagnosed_at,64 years,other,The average age at diagnosis is 64 years
35,Chronic myeloid leukemia,Jessica Wapner,other,writes_about,Chronic Myeloid Leukemia,disease,The Philadelphia Chromosome: A Mutant Gene and the Quest to Cure Cancer
35,Chronic myeloid leukemia,US National Cancer Institute,organisation,provides_treatment_for,Chronic Myeloid Leukemia,disease,Chronic Myelogenous Leukemia Treatment
35,Chronic myeloid leukemia,Merck Manual of Diagnosis and Therapy,organisation,provides_information_on,Chronic Myeloid Leukemia,disease,Chronic Myelocytic Leukemia (CML)
36,Melanoma,Melanoma,disease,develops_from,melanocytes,cell,develops from the melanin-producing cells known as melanocytes
36,Melanoma,Melanoma,disease,occurs_in,skin,organ,typically occurs in the skin
36,Melanoma,Melanoma,disease,occurs_in,mouth,organ,may rarely occur in the mouth
36,Melanoma,Melanoma,disease,occurs_in,intestines,organ,may rarely occur in the intestines
36,Melanoma,Melanoma,disease,occurs_in,eye,organ,may rarely occur in the eye
36,Melanoma,Melanoma,disease,develops_from,moles,other,About 30% of melanomas develop from moles
36,Melanoma,Ultraviolet light,chemical,causes,Melanoma,disease,The primary cause of melanoma is ultraviolet light
36,Melanoma,Xeroderma pigmentosum,disease,increases_risk_of,Melanoma,disease,xeroderma pigmentosum also increase the risk
36,Melanoma,Biopsy,other,diagnoses,Melanoma,disease,Diagnosis is by biopsy
36,Melanoma,Surgery,other,treats,Melanoma,disease,Treatment typically is removal by surgery
36,Melanoma,Immunotherapy,treatment,treats,Melanoma,disease,immunotherapy may improve survival
36,Melanoma,Sunscreen,drug,prevents,Melanoma,disease,using sunscreen may prevent melanoma
37,Melanoma,melanoma,disease,causes,loss of appetite,symptom,may cause nonspecific paraneoplastic symptoms
37,Melanoma,melanoma,disease,causes,nausea,symptom,may cause nonspecific paraneoplastic symptoms
37,Melanoma,melanoma,disease,causes,vomiting,symptom,may cause nonspecific paraneoplastic symptoms
37,Melanoma,melanoma,disease,causes,fatigue,symptom,may cause nonspecific paraneoplastic symptoms
37,Melanoma,uv light,other,causes,melanoma,disease,caused by DNA damage resulting from exposure to UV light
37,Melanoma,genetics,other,contributes_to,melanoma,disease,Genetics also play a role
37,Melanoma,dysplastic nevus syndrome,disease,increases_risk_of,melanoma,disease,are at increased risk for the development of melanoma
37,Melanoma,weakened immune system,other,increases_risk_of,melanoma,disease,makes cancer development easier
37,Melanoma,having more than 50 moles,other,increases_risk_of,melanoma,disease,indicates an increased risk of melanoma
37,Melanoma,melanoma,disease,metastasizes_to,brain,other,Brain metastases are particularly common
37,Melanoma,melanoma,disease,metastasizes_to,liver,other,Other common sites of metastasis of melanoma include liver
37,Melanoma,melanoma,disease,metastasizes_to,intestines,other,Other common sites of metastasis of melanoma include intestines
37,Melanoma,melanoma,disease,metastasizes_to,bone,other,Other common sites of metastasis of melanoma include bone
37,Melanoma,melanoma,disease,metastasizes_to,lungs,other,Other common sites of metastasis of melanoma include lungs
37,Melanoma,melanoma,disease,metastasizes_to,distant lymph nodes,other,Other common sites of metastasis of melanoma include distant lymph nodes
38,Melanoma,UV radiation,other,increases_risk_of,melanoma,disease,exposure to UV radiation increases the risk of melanoma
38,Melanoma,tanning beds,other,increases_risk_of,melanoma,disease,UV radiation exposure from tanning beds increases the risk of melanoma
38,Melanoma,International Agency for Research on Cancer,organisation,finds,tanning beds are carcinogenic to humans,other,The International Agency for Research on Cancer finds that tanning beds are carcinogenic to humans
38,Melanoma,UVB light,other,causes,cyclobutane pyrimidine dimers,other,"UVB light is absorbed directly by DNA in skin cells, which results in a type of direct DNA damage called cyclobutane pyrimidine dimers"
38,Melanoma,UVA light,other,causes,DNA damage,other,"UVA light can also be absorbed directly by DNA in skin cells, but at lower efficiencies"
38,Melanoma,radiation exposure,other,contributes_to,melanoma development,disease,Radiation exposure is a major contributor to the development of melanoma
38,Melanoma,sunburn,other,is_causally_related_to,melanoma,disease,Occasional extreme sun exposure that results in sunburn is causally related to melanoma
38,Melanoma,mutations in tumor suppressor genes,other,contributes_to,melanoma development,disease,mutations in tumor suppressor genes are other factors
38,Melanoma,intensity and duration of sun exposure,other,influences,melanoma risk,disease,the intensity and duration of sun exposure are possible significant elements in determining risk
38,Melanoma,skin pigmentation,other,influences,melanoma risk,disease,the degree of skin pigmentation is a possible significant element in determining risk
38,Melanoma,living close to the equator,other,increases_exposure_to,UV radiation,other,Living close to the equator increases exposure to UV radiation
39,Melanoma,Melanoma,disease,is_influenced_by,Family history,other,Having a family history of melanoma increases one's risk
39,Melanoma,Melanoma,disease,is_influenced_by,Personal history of melanoma,other,Having a personal history of melanoma increases the risk
39,Melanoma,Familial melanoma,disease,presents_as,Multiple skin lesions,other,Familial melanoma is more likely to present as multiple skin lesions
39,Melanoma,Familial melanoma,disease,presents_as,Thinner lesions,other,Familial melanoma is more likely to present as thinner lesions
39,Melanoma,Rare mutations,other,increase_risk_of,Melanoma,disease,A number of rare mutations greatly increase melanoma susceptibility
39,Melanoma,MC1R gene,gene,increases_risk_of,Melanoma,disease,Some rare genes have a relatively high risk of causing melanoma
39,Melanoma,BRAF genes V600E or V600K,gene,are_responsive_to,Dabrafenib plus trametinib,drug,Melanoma with genetic mutations in the BRAF genes are more responsive to therapy
39,Melanoma,CDKN2A gene,gene,affects,p53,protein,An alternative reading frame mutation in this gene leads to the destabilization of p53
39,Melanoma,CDKN2A gene,gene,affects,CDK4,protein,Another mutation in the same gene results in a nonfunctional inhibitor of CDK4
39,Melanoma,Xeroderma pigmentosum mutations,other,increase_risk_of,Melanoma,disease,Mutations that cause the skin condition xeroderma pigmentosum also increase melanoma susceptibility
39,Melanoma,CDKN2A mutations,gene,are_associated_with,FAMMM,disease,Dysplastic nevus syndrome is typically characterized by having 50 or more combined moles in addition to a family history of melanoma
39,Melanoma,CDKN2A mutations,gene,increase_risk_of,Pancreatic cancer,disease,People who have a CDKN2A mutation associated with FAMMM have a 38-fold increased risk of pancreatic cancer
39,Melanoma,MC1R gene mutations,gene,increase_risk_of,Melanoma,disease,People with mutations in the MC1R gene are two to 2.7-3.6 times more likely to develop melanoma
39,Melanoma,MDM2 SNP309 gene mutation,gene,is_associated_with,Increased risk of melanoma,other,Mutation of the MDM2 SNP309 gene is associated with increased risks for younger women
39,Melanoma,Fair skin,other,increases_risk_of,Melanoma,disease,"Fair skin is the result of having less melanin in the skin, which means less protection from UV radiation exists"
40,Melanoma,Melanoma,disease,starts_with,Melanocytes,cell,melanoma starts when melanocytes begin
40,Melanoma,Melanocytes,cell,found_in,Epidermis,tissue,melanocytes are found between the outer layer
40,Melanoma,Melanoma,disease,spreads_through,Blood vessels,tissue,cancer cells have not yet reached the blood vessels
40,Melanoma,Melanoma,disease,treated_by,Surgery,treatment,can usually be completely removed with surgery
40,Melanoma,Tumor cells,cell,move_into,Papillary dermis,tissue,tumor cells start to move in a different direction
40,Melanoma,Melanoma,disease,enters_phase,Invasive radial growth phase,disease_stage,next step in the evolution is the invasive radial growth phase
40,Melanoma,Melanoma,disease,spreads_through,Lymph vessels,tissue,can spread around the body through blood or lymph vessels
40,Melanoma,Tumor,disease,elicits_reaction,Immunological reaction,biological_process,host elicits an immunological reaction against the tumor
40,Melanoma,Tumor infiltrating lymphocytes,cell,involved_in,Regression,biological_process,tumor infiltrating lymphocytes sometimes completely destroy the primary tumor
40,Melanoma,B-Raf protein,protein,affects,Raf to MAP kinase pathway,pathway,activating mutations affecting the structure of the B-Raf protein
40,Melanoma,UVA light,chemical,causes,DNA damage,biological_process,UVA light mainly causes thymine dimers
40,Melanoma,DNA damage,biological_process,leads_to,Mutations,biological_process,can lead to mutations by inaccurate translesion synthesis
40,Melanoma,Cyclobutane pyrimidine dimer,chemical,causes,Mutations,biological_process,can lead to mutations by inaccurate translesion synthesis
40,Melanoma,UV radiation,chemical,causes,Thymine dimerization,biological_process,UV radiation causes damage to the DNA of cells
40,Melanoma,Melanoma,disease,has_mutation,Protooncogenes,gene,mutations occur in protooncogenes or tumor suppressor genes
40,Melanoma,Activating transcription factor,protein,associated_with,Metastatic activity,biological_process,aberrant levels of activating transcription factor are associated with increased metastatic activity
40,Melanoma,Cancer stem cells,cell,involved_in,Melanoma,disease,cancer stem cells may also be involved
41,Melanoma,BRAF,gene,mutates_in,cutaneous melanoma,disease,BRAF mutant
41,Melanoma,BRAF,gene,drives,tumor growth,other,fostering tumor growth
41,Melanoma,RAS,gene,mutates_in,cutaneous melanoma,disease,RAS mutant
41,Melanoma,NF1,gene,mutates_in,cutaneous melanoma,disease,NF1 mutant
41,Melanoma,BRAF,gene,fuses_with,RAF1,gene,"fusions involving BRAF, RAF1"
41,Melanoma,BRAF,gene,fuses_with,ALK,gene,"fusions involving BRAF, ALK"
41,Melanoma,BRAF,gene,fuses_with,RET,gene,"fusions involving BRAF, RET"
41,Melanoma,BRAF,gene,fuses_with,ROS1,gene,"fusions involving BRAF, ROS1"
41,Melanoma,BRAF,gene,fuses_with,NTRK1,gene,"fusions involving BRAF, NTRK1"
41,Melanoma,BRAF,gene,fuses_with,NTRK3,gene,"fusions involving BRAF, NTRK3"
41,Melanoma,BRAF,gene,fuses_with,MET,gene,"fusions involving BRAF, MET"
41,Melanoma,mutation status,other,informs,targeted therapy,treatment,inform targeted therapy
41,Melanoma,BRAF,gene,undergoes,copy-number amplification,other,BRAF undergo copy-number amplification
41,Melanoma,NRAS,gene,undergoes,copy-number amplification,other,NRAS undergo copy-number amplification
41,Melanoma,pigmented melanoma cells,other,has_property,Young's modulus,other,Young's modulus about 4.93
41,Melanoma,non-pigmented melanoma cells,other,has_property,Young's modulus,other,Young's modulus about 0.98
41,Melanoma,elasticity of melanoma cells,other,influences,metastasis,other,elasticity of melanoma cells is important for its metastasis
42,Melanoma,visually inspecting the skin lesion,other,is_first_step_in,diagnosing a suspected melanoma,disease,visually inspecting the skin lesion in question is the first step
42,Melanoma,moles,other,are_suspicious_for,melanoma,disease,moles that are irregular in color or shape are suspicious for melanoma
42,Melanoma,in-person inspection,other,is_more_accurate_than,visual inspection of images,other,in-person inspection of suspicious skin lesions is more accurate than visual inspection
42,Melanoma,dermoscopy,other,is_more_helpful_than,naked eye alone,other,dermoscopy is more helpful to identify malignant lesions than use of the naked eye alone
42,Melanoma,reflectance confocal microscopy,other,may_have_better_sensitivity_and_specificity_than,dermoscopy,other,reflectance confocal microscopy may have better sensitivity and specificity than dermoscopy
42,Melanoma,seborrheic keratosis,disease,may_be_mistaken_for,melanoma,disease,seborrheic keratosis may be sometimes mistaken for melanoma
42,Melanoma,doctors,organisation,can_distinguish,seborrheic keratosis from melanoma,disease,doctors can generally distinguish seborrheic keratosis from melanoma
42,Melanoma,total body photography,other,is_used_to,objectively observe the evolution of body moles,other,total body photography is sometimes used to objectively observe the evolution of body moles
42,Melanoma,total body photography,other,enables,early detection,other,the technique has been reported to enable early detection
43,Melanoma,melanoma,disease,difficult_to_detect,amelanotic melanoma,disease,have very little to no pigmentation
43,Melanoma,acral melanoma,disease,presents_in,soles of the feet,other,presents in areas that do not usually get sun exposure
43,Melanoma,acral melanoma,disease,presents_in,palms of hand,other,presents in areas that do not usually get sun exposure
43,Melanoma,skin biopsy,other,required_for,melanoma diagnosis,other,required for definitive diagnosis of melanoma
43,Melanoma,elliptical excisional biopsies,other,may_remove,tumor,other,may remove the tumor
43,Melanoma,incisional biopsies,other,contraindicated_in,suspected melanomas,disease,usually contraindicated in suspected melanomas
43,Melanoma,melanoma,disease,has_type,mucosal melanoma,disease,Mucosal melanoma
43,Melanoma,melanoma,disease,has_type,desmoplastic melanoma,disease,Desmoplastic melanoma
43,Melanoma,melanoma,disease,has_type,uveal melanoma,disease,Uveal melanoma
43,Melanoma,melanoma,disease,has_type,vaginal melanoma,disease,Vaginal melanoma
43,Melanoma,melanoma,disease,has_type,polypoid melanoma,disease,Polypoid melanoma
44,Melanoma,Melanoma in situ,disease,has_not_invaded_beyond,basement membrane,other,has not invaded beyond the basement membrane
44,Melanoma,Invasive melanoma,disease,has_spread_beyond,basement membrane,other,has spread beyond it
44,Melanoma,Nodular melanoma,disease,is_type_of,invasive melanoma,disease,including nodular melanoma
44,Melanoma,Lentigo maligna melanoma,disease,is_type_of,invasive melanoma,disease,including lentigo maligna melanoma
44,Melanoma,Lentigo maligna,disease,is_precursor_to,melanoma,disease,sometimes a precursor to melanoma
44,Melanoma,Superficial spreading melanoma,disease,can_be,in situ or invasive,other,can be either in situ or invasive
44,Melanoma,Acral lentiginous melanoma,disease,can_be,in situ or invasive,other,can be either in situ or invasive
44,Melanoma,Melanoma,disease,is_staged_by,depth of invasion,other,based on the depth of invasion
44,Melanoma,Melanoma,disease,is_staged_by,presence of ulceration,other,the presence of ulceration
44,Melanoma,Melanoma,disease,is_staged_by,spread to local lymph nodes,other,spread to local lymph nodes
44,Melanoma,Melanoma,disease,is_staged_by,spread to distant lymph nodes and organs,other,spread to distant lymph nodes and organs
44,Melanoma,Metastatic melanoma,disease,can_be_detected_by,CT scans,other,can be detected by CT scans
44,Melanoma,Metastatic melanoma,disease,can_be_detected_by,MRIs,other,can be detected by MRIs
44,Melanoma,Metastatic melanoma,disease,can_be_detected_by,PET/CTs,other,can be detected by PET/CTs
44,Melanoma,Metastatic melanoma,disease,can_be_detected_by,ultrasound,other,can be detected by ultrasound
44,Melanoma,PET/CT,other,is_recommended_for,people with stage IIB or greater melanoma,disease,generally recommended for people with stage IIB or greater melanoma
44,Melanoma,Sentinel lymph node biopsy,other,is_recommended_for,people with ulcerated lesion,disease,recommended for people with an ulcerated lesion
44,Melanoma,Sentinel lymph node biopsy,other,is_recommended_for,people with depth of tumor invasion greater than 0.8 mm,other,recommended for people with the depth of tumor invasion greater than 0.8 mm
44,Melanoma,LDH levels,other,may_be_elevated_in,metastatic melanoma,disease,may be elevated in metastatic melanoma
44,Melanoma,AJCC,organisation,defines,melanoma stages,other,Melanoma stages according to AJCC
45,Melanoma,sentinel lymph node biopsies,other,assess,spread to the lymph nodes,other,assess spread to the lymph nodes
45,Melanoma,S-100 protein marker,chemical,supports,diagnosis of melanoma,disease,supported by the presence of the S-100 protein marker
45,Melanoma,HMB-45,chemical,reacts_against,melanocytic tumors,other,reacts against an antigen present in melanocytic tumors
45,Melanoma,HMB-45,chemical,generated_against,melanoma,disease,generated against an extract of melanoma
45,Melanoma,HMB-45,chemical,reacts_against,junctional nevus cells,other,reacts positively against junctional nevus cells
45,Melanoma,HMB-45,chemical,does_not_react_with,non-melanoma human malignancies,disease,nonreactive with almost all non-melanoma human malignancies
45,Melanoma,chest X-rays,other,used_for,patients diagnosed with melanoma,disease,common for patients diagnosed with melanoma to have chest X-rays
45,Melanoma,"CT, MRI, and/or PET scans",other,used_for,patients diagnosed with melanoma,disease,"in some cases CT, MRI, and/or PET scans"
46,Melanoma,minimizing exposure to sources of ultraviolet radiation,other,offers_protection_against,melanoma,disease,can offer protection
46,Melanoma,uv nail lamps,other,increases_risk_of,melanoma,disease,could be avoided
46,Melanoma,sunscreen,drug,prevents,melanoma,disease,appears to be effective in preventing
46,Melanoma,sunscreen,drug,protects_against,squamous cell carcinoma,disease,protects against
46,Melanoma,statin and fibrate medication,drug,decreases_risk_of,melanoma,disease,may decrease the risk
46,Melanoma,skin biopsy,other,confirms_diagnosis_of,melanoma,disease,confirmation of the clinical diagnosis
46,Melanoma,sunlight,other,increases_risk_of,melanoma,disease,reducing the risk of melanoma
46,Melanoma,sunlight,other,generates,vitamin D,chemical,the body uses UV light to generate vitamin D
47,Melanoma,Excisional biopsies,other,removes,tumor,disease,Excisional biopsies may remove the tumor
47,Melanoma,Wide local excision,other,reduces,tumor recurrence,disease,The wide excision aims to reduce the rate of tumor recurrence
47,Melanoma,Wide excision,other,treats,primary cutaneous melanomas,disease,A 2009 meta-analysis of randomized controlled trials found a small difference in survival rates favoring wide excision
47,Melanoma,Mohs surgery,other,treats,melanoma-in-situ,disease,Mohs surgery has been reported with cure rate as low as 77% and as high as 98.0% for melanoma-in-situ
47,Melanoma,CCPDMA and double scalpel peripheral margin controlled surgery,other,is_equivalent_to,Mohs surgery,other,CCPDMA and the double scalpel peripheral margin controlled surgery is equivalent to Mohs surgery
47,Melanoma,Melanomas,disease,spreads_to,lymph nodes,other,Melanomas that spread usually do so to the lymph nodes
47,Melanoma,Lymph node dissection,other,does_not_improve,survival,other,"Attempts to improve survival by removing lymph nodes surgically were associated with many complications, but no overall survival benefit"
47,Melanoma,Sentinel lymph node biopsy,other,guides,treatment decisions,other,Sentinel lymph node biopsy may indicate if cancer has spread to local lymph nodes and guide treatment decisions
47,Melanoma,Sentinel lymph node biopsy,other,is_indicated_for,ulcerated melanomas,disease,Sentinel lymph node biopsy is indicated for ulcerated melanomas
47,Melanoma,Lymph node dissection,other,is_not_recommended,melanoma,disease,Lymph node dissection is not associated with a survival benefit in those with melanoma and is no longer recommended
48,Melanoma,Adjuvant treatment,other,reduces,risk of recurrence,other,reduce the risk of recurrence
48,Melanoma,Immune checkpoint inhibitor treatment,drug,treats,high-risk melanomas,disease,treatment for up to a year post-surgery
48,Melanoma,High-dose interferon treatment,drug,treats,high-risk melanomas,disease,treat patients with a high risk of recurrence
48,Melanoma,Interferon alpha,drug,increases,disease-free survival,other,increased disease-free and overall survival
48,Melanoma,Interferon alpha,drug,increases,overall survival,other,increased disease-free and overall survival
48,Melanoma,Interferon,drug,lengthens,time before melanoma recurrence,other,lengthen the time before a melanoma comes back
48,Melanoma,Interferon,drug,increases,survival,other,increased survival by only 3% at 5 years
48,Melanoma,Chemotherapy,other,treats,metastatic melanoma,disease,commonly used for metastatic melanoma
48,Melanoma,Dacarbazine,drug,treats,metastatic melanoma,disease,commonly used for metastatic melanoma
48,Melanoma,Temozolomide,drug,treats,metastatic melanoma,disease,constitute potential treatment options
48,Melanoma,Fotemustine,drug,decreases,tumor size,other,decrease the size of the tumor
48,Melanoma,Isolated limb infusion (ILI),other,delivers,regional chemotherapy,other,delivering regional chemotherapy
49,Melanoma,Melanoma cells,disease,have_mutations_in,genes,gene,mutations that allow them to survive
49,Melanoma,Small-molecule targeted therapies,drug,block,genes,gene,blocking the genes involved
49,Melanoma,BRAF inhibitors,drug,inhibit,downstream pathways,pathway,inhibit the downstream pathways
49,Melanoma,Vemurafenib,drug,treats,BRAF positive melanoma,disease,treatments for BRAF positive melanoma
49,Melanoma,Dabrafenib,drug,treats,BRAF positive melanoma,disease,treatments for BRAF positive melanoma
49,Melanoma,Trametinib,drug,treats,BRAF positive melanoma,disease,treatments for BRAF positive melanoma
49,Melanoma,BRAF inhibitors,drug,combine_with,MEK inhibitors,drug,combining the use of BRAF and MEK inhibitors
49,Melanoma,Biochemotherapy,drug,improves,survival,other,improved survival for people with BRAF-positive melanoma
49,Melanoma,Dabrafenib,drug,combine_with,Trametinib,drug,the therapy combination of dabrafenib and trametinib
49,Melanoma,Lifileucel,drug,approved_for,medical use,other,approved for medical use in the United States
50,Melanoma,Immunotherapy,other,treats,melanoma,disease,treating melanoma with immunotherapy
50,Melanoma,Cytokines,other,part_of,immunotherapy,other,"categories of treatments, including cytokines"
50,Melanoma,IL-2,drug,treats,metastatic melanoma,disease,IL-2 was the first new therapy approved for the treatment of metastatic melanoma
50,Melanoma,IL-2,drug,inhibits,tumor growth,other,IL-2 may offer the possibility of a complete and long-lasting remission
50,Melanoma,IFN-α,drug,treats,melanoma,disease,IFN-α has shown only modest survival benefits
50,Melanoma,Immune checkpoint inhibitors,other,part_of,immunotherapy,other,"categories of treatments, including immune checkpoint inhibitors"
50,Melanoma,Ipilimumab,drug,inhibits,CTLA-4,other,anti-CTLA-4 monoclonal antibodies (ipilimumab and tremelimumab)
50,Melanoma,Pembrolizumab,drug,inhibits,PD-1,other,anti-PD-1 antibodies are more effective than anti-CTLA4 antibodies
50,Melanoma,Nivolumab,drug,inhibits,PD-1,other,anti-PD-1 antibodies are more effective than anti-CTLA4 antibodies
50,Melanoma,Pembrolizumab,drug,treats,stage IIB-C disease,disease,pembrolizumab is indicated in Stage IIB-C disease
50,Melanoma,Nivolumab,drug,treats,stage IIB-C disease,disease,nivolumab or pembrolizumab was associated with increased recurrence free survival
50,Melanoma,Dabrafenib,drug,inhibits,BRAF,gene,dabrafenib (BRAF inhibitor) plus trametinib (MEK inhibitor)in BRAF gene positive disease
50,Melanoma,Trametinib,drug,inhibits,MEK,other,dabrafenib (BRAF inhibitor) plus trametinib (MEK inhibitor)in BRAF gene positive disease
50,Melanoma,Nivolumab,drug,used_in_combination_with,ipilimumab,drug,dual checkpoint blockade by combining nivolumab and ipilimumab
50,Melanoma,Nivolumab,drug,used_in_combination_with,relatlimab,drug,the combination nivolumab/relatlimab (Opdualag) was approved for medical use
51,Melanoma,Lentigo maligna,disease,treats_with,Surgery,treatment,surgery is the most widely used treatment
51,Melanoma,Surgery,treatment,has_recurrence_rate,50%,other,recurrence rate is exceedingly high (up to 50%)
51,Melanoma,Mohs surgery,treatment,has_cure_rate,77-95%,other,"cure rate reported to be as low as 77%, and as high as 95%"
51,Melanoma,Imiquimod (Aldara) topical cream,drug,treats,Lentigo maligna,disease,"some melanocytic nevi, and melanoma-in-situ (lentigo maligna) have resolved"
51,Melanoma,Radiation therapy,treatment,used_for,Melanoma,disease,radiation therapy is often used after surgical resection for patients with locally or regionally advanced melanoma
51,Melanoma,Radioimmunotherapy,treatment,investigated_for,Metastatic melanoma,disease,radioimmunotherapy of metastatic melanoma is currently under investigation
51,Melanoma,Tazarotene,drug,has_adjuvant_use,Lentigo maligna,disease,some studies have suggested the adjuvant use of topical tazarotene
52,Melanoma,tumor thickness,other,affects,prognosis,other,tumor thickness in millimeters
52,Melanoma,type of melanoma,disease,affects,prognosis,other,type of melanoma
52,Melanoma,ulceration,other,affects,prognosis,other,presence of ulceration
52,Melanoma,lymphatic invasion,other,affects,prognosis,other,lymphatic invasion
52,Melanoma,tumor-infiltrating lymphocytes,other,improves,prognosis,other,tumor-infiltrating lymphocytes
52,Melanoma,location of lesion,other,affects,prognosis,other,location of lesion
52,Melanoma,satellite lesions,other,affects,prognosis,other,satellite lesions
52,Melanoma,regional metastasis,other,affects,prognosis,other,regional metastasis
52,Melanoma,distant metastasis,other,affects,prognosis,other,distant metastasis
52,Melanoma,melanoma,disease,has,lymph node metastases,other,melanomas have spread to the lymph nodes
52,Melanoma,number of nodes with malignancy,other,affects,prognosis,other,number of nodes with malignancy
52,Melanoma,micrometastases,other,improves,prognosis,other,micrometastases have a more favorable prognosis
52,Melanoma,macrometastases,other,worsens,prognosis,other,macrometastases have a far worse prognosis
52,Melanoma,matted nodes,other,worsens,prognosis,other,matted nodes have a worse prognosis
52,Melanoma,extracapsular extension,other,worsens,prognosis,other,extracapsular extension have a worse prognosis
52,Melanoma,expression levels of genes,other,affects,prognosis,other,expression levels and copy number variations of several relevant genes
52,Melanoma,MCM6,gene,worsens,prognosis,other,MCM6 is an unfavorable gene
52,Melanoma,TIMELESS,gene,worsens,prognosis,other,TIMELESS is an unfavorable gene
